1494319131594,{"raspi205_memory":{"free":497619152.2711864,"total":901693440,"used":404074287.7288136},"raspi205_cpu":{"1min":0.5691621424788136,"5min":0.585159560381356,"15min":0.5566571769067796},"raspi205_temperature":{"cpu":50.409067796610145}}
1494319191598,{"raspi205_memory":{"free":486592170.6666667,"total":901693440,"used":415101269.3333333},"raspi205_cpu":{"1min":0.6095133463541667,"5min":0.5864583333333333,"15min":0.5561930338541666},"raspi205_temperature":{"cpu":50.30224999999999}}
1494319251599,{"raspi205_memory":{"free":481175552,"total":901693440,"used":420517888},"raspi205_cpu":{"1min":0.5015625,"5min":0.5696614583333334,"15min":0.550830078125},"raspi205_temperature":{"cpu":50.0869}}
1494319311600,{"raspi205_memory":{"free":481306897.06666666,"total":901693440,"used":420386542.93333334},"raspi205_cpu":{"1min":0.37236328125,"5min":0.5156331380208333,"15min":0.533984375},"raspi205_temperature":{"cpu":49.988283333333335}}
1494319371601,{"raspi205_memory":{"free":483013905.06666666,"total":901693440,"used":418679534.93333334},"raspi205_cpu":{"1min":0.36446940104166664,"5min":0.48399251302083335,"15min":0.52294921875},"raspi205_temperature":{"cpu":50.16768333333333}}
1494319431602,{"raspi205_memory":{"free":484673331.2,"total":901693440,"used":417020108.8},"raspi205_cpu":{"1min":0.49344075520833336,"5min":0.5010579427083334,"15min":0.5279296875},"raspi205_temperature":{"cpu":50.08693333333333}}
1494319491603,{"raspi205_memory":{"free":491200785.06666666,"total":901693440,"used":410492654.93333334},"raspi205_cpu":{"1min":0.5210123697916667,"5min":0.5050455729166666,"15min":0.5288492838541666},"raspi205_temperature":{"cpu":49.95236666666666}}
1494319551604,{"raspi205_memory":{"free":489985843.2,"total":901693440,"used":411707596.8},"raspi205_cpu":{"1min":0.4881673177083333,"5min":0.499169921875,"15min":0.5271484375},"raspi205_temperature":{"cpu":49.88963333333333}}
1494319611605,{"raspi205_memory":{"free":488477627.73333335,"total":901693440,"used":413215812.26666665},"raspi205_cpu":{"1min":0.45916341145833334,"5min":0.4876627604166667,"15min":0.5226318359375},"raspi205_temperature":{"cpu":49.90759999999999}}
1494319671606,{"raspi205_memory":{"free":487085738.6666667,"total":901693440,"used":414607701.3333333},"raspi205_cpu":{"1min":0.46778971354166665,"5min":0.4880289713541667,"15min":0.52216796875},"raspi205_temperature":{"cpu":49.95228333333334}}
1494319731607,{"raspi205_memory":{"free":486059622.4,"total":901693440,"used":415633817.6},"raspi205_cpu":{"1min":0.4316487630208333,"5min":0.47198893229166666,"15min":0.5149495442708333},"raspi205_temperature":{"cpu":49.90763333333332}}
1494319791608,{"raspi205_memory":{"free":486245717.3333333,"total":901693440,"used":415447722.6666667},"raspi205_cpu":{"1min":0.8350016276041666,"5min":0.5727213541666667,"15min":0.5471354166666667},"raspi205_temperature":{"cpu":49.94346666666665}}
1494319851608,{"raspi205_memory":{"free":487776665.6,"total":901693440,"used":413916774.4},"raspi205_cpu":{"1min":0.7764322916666667,"5min":0.6100341796875,"15min":0.560693359375},"raspi205_temperature":{"cpu":49.961266666666674}}
1494319911609,{"raspi205_memory":{"free":486658252.8,"total":901693440,"used":415035187.2},"raspi205_cpu":{"1min":0.5624755859375,"5min":0.5807698567708334,"15min":0.5513916015625},"raspi205_temperature":{"cpu":49.88058333333333}}
1494319971610,{"raspi205_memory":{"free":484617830.4,"total":901693440,"used":417075609.6},"raspi205_cpu":{"1min":0.45245768229166666,"5min":0.5433349609375,"15min":0.5397542317708334},"raspi205_temperature":{"cpu":49.853766666666665}}
1494320031611,{"raspi205_memory":{"free":481502412.8,"total":901693440,"used":420191027.2},"raspi205_cpu":{"1min":0.5155029296875,"5min":0.5473470052083333,"15min":0.5421061197916667},"raspi205_temperature":{"cpu":49.871733333333324}}
1494320091612,{"raspi205_memory":{"free":487052765.8666667,"total":901693440,"used":414640674.1333333},"raspi205_cpu":{"1min":0.444384765625,"5min":0.5148030598958333,"15min":0.5318929036458333},"raspi205_temperature":{"cpu":49.934483333333326}}
1494320151612,{"raspi205_memory":{"free":488014574.93333334,"total":901693440,"used":413678865.06666666},"raspi205_cpu":{"1min":0.5421956380208334,"5min":0.5302327473958334,"15min":0.5375325520833333},"raspi205_temperature":{"cpu":49.916616666666656}}
1494320320691,{"raspi205_memory":{"free":491231266.7118644,"total":901693440,"used":410462173.2881356},"raspi205_cpu":{"1min":0.7542869438559322,"5min":0.5901168564618644,"15min":0.560497219279661},"raspi205_temperature":{"cpu":49.98938983050845}}
1494320467480,{"raspi205_memory":{"free":478777691.11864406,"total":901693440,"used":422915748.88135594},"raspi205_cpu":{"1min":1.278022378177966,"5min":0.8330243644067796,"15min":0.6532872086864406},"raspi205_temperature":{"cpu":51.64927118644066}}
1494320527484,{"raspi205_memory":{"free":488406493.8666667,"total":901693440,"used":413286946.1333333},"raspi205_cpu":{"1min":1.123291015625,"5min":0.8804117838541666,"15min":0.6811116536458334},"raspi205_temperature":{"cpu":50.35616666666666}}
1494320587486,{"raspi205_memory":{"free":497096021.3333333,"total":901693440,"used":404597418.6666667},"raspi205_cpu":{"1min":0.6413981119791666,"5min":0.7865804036458334,"15min":0.6599527994791666},"raspi205_temperature":{"cpu":49.89855000000001}}
1494320647487,{"raspi205_memory":{"free":497455581.8666667,"total":901693440,"used":404237858.1333333},"raspi205_cpu":{"1min":0.6378987630208334,"5min":0.758056640625,"15min":0.65673828125},"raspi205_temperature":{"cpu":49.629716666666646}}
1494320707488,{"raspi205_memory":{"free":491267413.3333333,"total":901693440,"used":410426026.6666667},"raspi205_cpu":{"1min":0.5487874348958334,"5min":0.7126057942708334,"15min":0.6455078125},"raspi205_temperature":{"cpu":49.423733333333296}}
1494320767489,{"raspi205_memory":{"free":490704964.26666665,"total":901693440,"used":410988475.73333335},"raspi205_cpu":{"1min":0.5667724609375,"5min":0.6903483072916666,"15min":0.6398518880208334},"raspi205_temperature":{"cpu":49.34311666666663}}
1494320827490,{"raspi205_memory":{"free":490826342.4,"total":901693440,"used":410867097.6},"raspi205_cpu":{"1min":0.5074462890625,"5min":0.6471761067708334,"15min":0.628662109375},"raspi205_temperature":{"cpu":49.28038333333328}}
1494320887491,{"raspi205_memory":{"free":489048132.26666665,"total":901693440,"used":412645307.73333335},"raspi205_cpu":{"1min":0.5693766276041666,"5min":0.6392822265625,"15min":0.629638671875},"raspi205_temperature":{"cpu":49.30728333333329}}
1494320947492,{"raspi205_memory":{"free":487989316.26666665,"total":901693440,"used":413704123.73333335},"raspi205_cpu":{"1min":0.5822428385416667,"5min":0.6335856119791666,"15min":0.6308837890625},"raspi205_temperature":{"cpu":49.28934999999995}}
1494321007493,{"raspi205_memory":{"free":487942621.8666667,"total":901693440,"used":413750818.1333333},"raspi205_cpu":{"1min":0.5666422526041667,"5min":0.6207763671875,"15min":0.6283121744791667},"raspi205_temperature":{"cpu":49.27139999999996}}
1494321067494,{"raspi205_memory":{"free":486938624,"total":901693440,"used":414754816},"raspi205_cpu":{"1min":0.4489501953125,"5min":0.5708333333333333,"15min":0.6106363932291666},"raspi205_temperature":{"cpu":49.30729999999995}}
1494321127494,{"raspi205_memory":{"free":486316441.6,"total":901693440,"used":415376998.4},"raspi205_cpu":{"1min":0.45350748697916665,"5min":0.5577718098958333,"15min":0.604736328125},"raspi205_temperature":{"cpu":49.14589999999995}}
1494321187496,{"raspi205_memory":{"free":485777749.3333333,"total":901693440,"used":415915690.6666667},"raspi205_cpu":{"1min":0.4719482421875,"5min":0.542431640625,"15min":0.596142578125},"raspi205_temperature":{"cpu":49.154849999999946}}
1494321247497,{"raspi205_memory":{"free":485028795.73333335,"total":901693440,"used":416664644.26666665},"raspi205_cpu":{"1min":0.5001302083333333,"5min":0.5275797526041667,"15min":0.5858479817708333},"raspi205_temperature":{"cpu":49.16381666666663}}
1494321307497,{"raspi205_memory":{"free":486146184.53333336,"total":901693440,"used":415547255.46666664},"raspi205_cpu":{"1min":0.6987955729166667,"5min":0.5841878255208334,"15min":0.6025309244791667},"raspi205_temperature":{"cpu":49.11898333333328}}
1494321367498,{"raspi205_memory":{"free":485396138.6666667,"total":901693440,"used":416297301.3333333},"raspi205_cpu":{"1min":0.5766276041666667,"5min":0.5738118489583334,"15min":0.598486328125},"raspi205_temperature":{"cpu":48.96656666666661}}
1494321427499,{"raspi205_memory":{"free":485790993.06666666,"total":901693440,"used":415902446.93333334},"raspi205_cpu":{"1min":0.5715738932291666,"5min":0.5719889322916667,"15min":0.597021484375},"raspi205_temperature":{"cpu":49.00241666666661}}
1494321487500,{"raspi205_memory":{"free":485590698.6666667,"total":901693440,"used":416102741.3333333},"raspi205_cpu":{"1min":0.5211263020833333,"5min":0.5573974609375,"15min":0.590673828125},"raspi205_temperature":{"cpu":48.93966666666662}}
1494321547500,{"raspi205_memory":{"free":483916253.8666667,"total":901693440,"used":417777186.1333333},"raspi205_cpu":{"1min":0.4286295572916667,"5min":0.52646484375,"15min":0.577294921875},"raspi205_temperature":{"cpu":48.85896666666661}}
1494321607501,{"raspi205_memory":{"free":483884714.6666667,"total":901693440,"used":417808725.3333333},"raspi205_cpu":{"1min":0.46835123697916664,"5min":0.5153483072916667,"15min":0.56826171875},"raspi205_temperature":{"cpu":48.87689999999995}}
1494321667502,{"raspi205_memory":{"free":484185838.93333334,"total":901693440,"used":417507601.06666666},"raspi205_cpu":{"1min":0.43744303385416666,"5min":0.499951171875,"15min":0.5576985677083334},"raspi205_temperature":{"cpu":48.805166666666615}}
1494321727503,{"raspi205_memory":{"free":482859758.93333334,"total":901693440,"used":418833681.06666666},"raspi205_cpu":{"1min":0.45101725260416664,"5min":0.4920654296875,"15min":0.5493082682291667},"raspi205_temperature":{"cpu":48.89483333333328}}
1494321787503,{"raspi205_memory":{"free":483030835.2,"total":901693440,"used":418662604.8},"raspi205_cpu":{"1min":0.4692464192708333,"5min":0.48602701822916666,"15min":0.54404296875},"raspi205_temperature":{"cpu":48.769299999999944}}
