1494321847504,{"raspi205_memory":{"free":482800640,"total":901693440,"used":418892800},"raspi205_cpu":{"1min":0.5745524088541667,"5min":0.5130045572916667,"15min":0.549658203125},"raspi205_temperature":{"cpu":48.67066666666661}}
1494321907505,{"raspi205_memory":{"free":482518357.3333333,"total":901693440,"used":419175082.6666667},"raspi205_cpu":{"1min":0.8108317057291666,"5min":0.5941324869791667,"15min":0.57431640625},"raspi205_temperature":{"cpu":48.61686666666661}}
1494321967506,{"raspi205_memory":{"free":481891191.46666664,"total":901693440,"used":419802248.53333336},"raspi205_cpu":{"1min":0.6167399088541666,"5min":0.5810302734375,"15min":0.570166015625},"raspi205_temperature":{"cpu":48.67066666666661}}
1494322027507,{"raspi205_memory":{"free":481908394.6666667,"total":901693440,"used":419785045.3333333},"raspi205_cpu":{"1min":0.47549641927083336,"5min":0.5422037760416667,"15min":0.555126953125},"raspi205_temperature":{"cpu":48.71549999999994}}
1494322087507,{"raspi205_memory":{"free":481888665.6,"total":901693440,"used":419804774.4},"raspi205_cpu":{"1min":0.562744140625,"5min":0.5570556640625,"15min":0.5572102864583334},"raspi205_temperature":{"cpu":48.56306666666661}}
1494322147509,{"raspi205_memory":{"free":481821832.53333336,"total":901693440,"used":419871607.46666664},"raspi205_cpu":{"1min":0.4605712890625,"5min":0.5324055989583333,"15min":0.5466715494791666},"raspi205_temperature":{"cpu":48.607899999999944}}
1494322207510,{"raspi205_memory":{"free":481111790.93333334,"total":901693440,"used":420581649.06666666},"raspi205_cpu":{"1min":0.32941080729166666,"5min":0.4770426432291667,"15min":0.5268391927083333},"raspi205_temperature":{"cpu":48.661699999999946}}
1494322267511,{"raspi205_memory":{"free":481949491.2,"total":901693440,"used":419743948.8},"raspi205_cpu":{"1min":0.4016927083333333,"5min":0.4709391276041667,"15min":0.52275390625},"raspi205_temperature":{"cpu":48.59893333333328}}
1494322327512,{"raspi205_memory":{"free":481254536.53333336,"total":901693440,"used":420438903.46666664},"raspi205_cpu":{"1min":0.45901692708333336,"5min":0.47508138020833335,"15min":0.522216796875},"raspi205_temperature":{"cpu":48.589966666666605}}
1494322387513,{"raspi205_memory":{"free":480041369.6,"total":901693440,"used":421652070.4},"raspi205_cpu":{"1min":0.4919840494791667,"5min":0.47954915364583334,"15min":0.521240234375},"raspi205_temperature":{"cpu":48.625833333333276}}
1494322447513,{"raspi205_memory":{"free":480268288,"total":901693440,"used":421425152},"raspi205_cpu":{"1min":0.3787027994791667,"5min":0.4496663411458333,"15min":0.50888671875},"raspi205_temperature":{"cpu":48.57203333333327}}
1494322507513,{"raspi205_memory":{"free":480319010.1333333,"total":901693440,"used":421374429.8666667},"raspi205_cpu":{"1min":0.4922281901041667,"5min":0.46409505208333335,"15min":0.5101888020833333},"raspi205_temperature":{"cpu":48.589966666666605}}
1494322567514,{"raspi205_memory":{"free":480038092.8,"total":901693440,"used":421655347.2},"raspi205_cpu":{"1min":0.5306070963541667,"5min":0.47854817708333336,"15min":0.51279296875},"raspi205_temperature":{"cpu":48.625833333333276}}
1494322627515,{"raspi205_memory":{"free":480163635.2,"total":901693440,"used":421529804.8},"raspi205_cpu":{"1min":0.8213948567708333,"5min":0.5709879557291667,"15min":0.5441324869791667},"raspi205_temperature":{"cpu":48.55409999999994}}
1494322687514,{"raspi205_memory":{"free":478474035.2,"total":901693440,"used":423219404.8},"raspi205_cpu":{"1min":0.5669677734375,"5min":0.5539876302083333,"15min":0.5392903645833333},"raspi205_temperature":{"cpu":48.527199999999944}}
1494322747517,{"raspi205_memory":{"free":477554141.8666667,"total":901693440,"used":424139298.1333333},"raspi205_cpu":{"1min":0.4743570963541667,"5min":0.5246826171875,"15min":0.5309407552083333},"raspi205_temperature":{"cpu":48.49133333333327}}
1494322807518,{"raspi205_memory":{"free":479354606.93333334,"total":901693440,"used":422338833.06666666},"raspi205_cpu":{"1min":0.44873046875,"5min":0.511279296875,"15min":0.52744140625},"raspi205_temperature":{"cpu":48.48236666666661}}
1494322867519,{"raspi205_memory":{"free":478597324.8,"total":901693440,"used":423096115.2},"raspi205_cpu":{"1min":0.3999755859375,"5min":0.48252766927083335,"15min":0.5168701171875},"raspi205_temperature":{"cpu":48.40166666666661}}
1494322927520,{"raspi205_memory":{"free":480124791.46666664,"total":901693440,"used":421568648.53333336},"raspi205_cpu":{"1min":0.5400390625,"5min":0.5023600260416666,"15min":0.5218912760416666},"raspi205_temperature":{"cpu":48.446499999999936}}
1494322987521,{"raspi205_memory":{"free":486674773.3333333,"total":901693440,"used":415018666.6666667},"raspi205_cpu":{"1min":0.71728515625,"5min":0.5587158203125,"15min":0.5418294270833334},"raspi205_temperature":{"cpu":48.446499999999936}}
1494323047521,{"raspi205_memory":{"free":485295854.93333334,"total":901693440,"used":416397585.06666666},"raspi205_cpu":{"1min":0.8731282552083334,"5min":0.6346435546875,"15min":0.5685628255208334},"raspi205_temperature":{"cpu":48.48236666666661}}
1494323107522,{"raspi205_memory":{"free":484952541.8666667,"total":901693440,"used":416740898.1333333},"raspi205_cpu":{"1min":0.8736572265625,"5min":0.6815592447916666,"15min":0.588623046875},"raspi205_temperature":{"cpu":48.446499999999936}}
1494323167523,{"raspi205_memory":{"free":484855603.2,"total":901693440,"used":416837836.8},"raspi205_cpu":{"1min":0.8104248046875,"5min":0.6968994140625,"15min":0.5997721354166666},"raspi205_temperature":{"cpu":48.41063333333327}}
1494323227523,{"raspi205_memory":{"free":481286075.73333335,"total":901693440,"used":420407364.26666665},"raspi205_cpu":{"1min":0.8761800130208334,"5min":0.7357991536458334,"15min":0.620849609375},"raspi205_temperature":{"cpu":48.3747666666666}}
1494323287525,{"raspi205_memory":{"free":481379191.46666664,"total":901693440,"used":420314248.53333336},"raspi205_cpu":{"1min":0.7814127604166666,"5min":0.7353922526041666,"15min":0.6297607421875},"raspi205_temperature":{"cpu":48.35683333333327}}
1494323347526,{"raspi205_memory":{"free":480186368,"total":901693440,"used":421507072},"raspi205_cpu":{"1min":0.6729736328125,"5min":0.7177327473958334,"15min":0.6317138671875},"raspi205_temperature":{"cpu":48.30303333333327}}
1494323407527,{"raspi205_memory":{"free":479839505.06666666,"total":901693440,"used":421853934.93333334},"raspi205_cpu":{"1min":0.5649007161458334,"5min":0.6783447265625,"15min":0.6256917317708334},"raspi205_temperature":{"cpu":48.347866666666604}}
1494323467528,{"raspi205_memory":{"free":479653751.46666664,"total":901693440,"used":422039688.53333336},"raspi205_cpu":{"1min":0.5205810546875,"5min":0.6443684895833334,"15min":0.618994140625},"raspi205_temperature":{"cpu":48.41959999999994}}
1494323527529,{"raspi205_memory":{"free":479660714.6666667,"total":901693440,"used":422032725.3333333},"raspi205_cpu":{"1min":0.5664957682291667,"5min":0.6347412109375,"15min":0.6191243489583333},"raspi205_temperature":{"cpu":48.41959999999994}}
1494323587530,{"raspi205_memory":{"free":474565290.6666667,"total":901693440,"used":427128149.3333333},"raspi205_cpu":{"1min":0.5091878255208333,"5min":0.6068929036458334,"15min":0.612158203125},"raspi205_temperature":{"cpu":48.3747666666666}}
1494323647530,{"raspi205_memory":{"free":473766570.6666667,"total":901693440,"used":427926869.3333333},"raspi205_cpu":{"1min":0.37484537760416664,"5min":0.5510986328125,"15min":0.593017578125},"raspi205_temperature":{"cpu":48.41959999999994}}
1494323707532,{"raspi205_memory":{"free":473223099.73333335,"total":901693440,"used":428470340.26666665},"raspi205_cpu":{"1min":0.45660807291666666,"5min":0.5376708984375,"15min":0.5847900390625},"raspi205_temperature":{"cpu":48.3747666666666}}
1494323767533,{"raspi205_memory":{"free":472856985.6,"total":901693440,"used":428836454.4},"raspi205_cpu":{"1min":0.470947265625,"5min":0.5285319010416667,"15min":0.577978515625},"raspi205_temperature":{"cpu":48.35683333333327}}
1494323827534,{"raspi205_memory":{"free":472825105.06666666,"total":901693440,"used":428868334.93333334},"raspi205_cpu":{"1min":0.64111328125,"5min":0.5618733723958333,"15min":0.5856282552083333},"raspi205_temperature":{"cpu":48.3747666666666}}
1494323887535,{"raspi205_memory":{"free":472029798.4,"total":901693440,"used":429663641.6},"raspi205_cpu":{"1min":0.6234456380208333,"5min":0.5792317708333333,"15min":0.590478515625},"raspi205_temperature":{"cpu":48.47339999999994}}
1494323947536,{"raspi205_memory":{"free":470998357.3333333,"total":901693440,"used":430695082.6666667},"raspi205_cpu":{"1min":0.46240234375,"5min":0.5337320963541666,"15min":0.5719319661458333},"raspi205_temperature":{"cpu":48.41063333333327}}
1494324007536,{"raspi205_memory":{"free":472204629.3333333,"total":901693440,"used":429488810.6666667},"raspi205_cpu":{"1min":0.47752278645833335,"5min":0.5318196614583334,"15min":0.567626953125},"raspi205_temperature":{"cpu":48.40166666666661}}
1494324067537,{"raspi205_memory":{"free":471293610.6666667,"total":901693440,"used":430399829.3333333},"raspi205_cpu":{"1min":0.47921549479166664,"5min":0.5176839192708333,"15min":0.5580322265625},"raspi205_temperature":{"cpu":48.464433333333275}}
1494324127538,{"raspi205_memory":{"free":471515750.4,"total":901693440,"used":430177689.6},"raspi205_cpu":{"1min":0.5524658203125,"5min":0.5297200520833333,"15min":0.5572591145833333},"raspi205_temperature":{"cpu":48.47339999999994}}
1494324187539,{"raspi205_memory":{"free":471152025.6,"total":901693440,"used":430541414.4},"raspi205_cpu":{"1min":0.5717203776041667,"5min":0.5438883463541667,"15min":0.5584798177083333},"raspi205_temperature":{"cpu":48.38373333333327}}
1494324247540,{"raspi205_memory":{"free":470850150.4,"total":901693440,"used":430843289.6},"raspi205_cpu":{"1min":0.5239176432291667,"5min":0.5354410807291666,"15min":0.5521647135416666},"raspi205_temperature":{"cpu":48.464433333333275}}
1494324307540,{"raspi205_memory":{"free":470614016,"total":901693440,"used":431079424},"raspi205_cpu":{"1min":0.3599853515625,"5min":0.48553059895833334,"15min":0.5333740234375},"raspi205_temperature":{"cpu":48.446499999999936}}
1494324367541,{"raspi205_memory":{"free":470284424.53333336,"total":901693440,"used":431409015.46666664},"raspi205_cpu":{"1min":0.7118408203125,"5min":0.5546956380208333,"15min":0.5555501302083333},"raspi205_temperature":{"cpu":48.446499999999936}}
1494324427541,{"raspi205_memory":{"free":469815773.8666667,"total":901693440,"used":431877666.1333333},"raspi205_cpu":{"1min":0.5998616536458333,"5min":0.5597981770833333,"15min":0.556298828125},"raspi205_temperature":{"cpu":48.428566666666605}}
1494324487545,{"raspi205_memory":{"free":469275443.2,"total":901693440,"used":432417996.8},"raspi205_cpu":{"1min":0.5530680338541667,"5min":0.5531901041666667,"15min":0.551904296875},"raspi205_temperature":{"cpu":48.527199999999944}}
1494324547545,{"raspi205_memory":{"free":469712759.46666664,"total":901693440,"used":431980680.53333336},"raspi205_cpu":{"1min":0.5296142578125,"5min":0.5450276692708333,"15min":0.5475992838541667},"raspi205_temperature":{"cpu":48.48236666666661}}
1494324607547,{"raspi205_memory":{"free":468940117.3333333,"total":901693440,"used":432753322.6666667},"raspi205_cpu":{"1min":0.5235677083333333,"5min":0.5378092447916667,"15min":0.544287109375},"raspi205_temperature":{"cpu":48.50029999999994}}
1494324667548,{"raspi205_memory":{"free":468662272,"total":901693440,"used":433031168},"raspi205_cpu":{"1min":0.5475667317708334,"5min":0.5426106770833333,"15min":0.5452962239583333},"raspi205_temperature":{"cpu":48.464433333333275}}
1494324727549,{"raspi205_memory":{"free":467695479.46666664,"total":901693440,"used":433997960.53333336},"raspi205_cpu":{"1min":0.7206298828125,"5min":0.594482421875,"15min":0.5621419270833333},"raspi205_temperature":{"cpu":48.48236666666661}}
1494324787550,{"raspi205_memory":{"free":467214404.26666665,"total":901693440,"used":434479035.73333335},"raspi205_cpu":{"1min":0.7494140625,"5min":0.62431640625,"15min":0.5734130859375},"raspi205_temperature":{"cpu":48.527199999999944}}
1494324847551,{"raspi205_memory":{"free":467747089.06666666,"total":901693440,"used":433946350.93333334},"raspi205_cpu":{"1min":0.4766845703125,"5min":0.575634765625,"15min":0.558642578125},"raspi205_temperature":{"cpu":48.4554666666666}}
1494324907552,{"raspi205_memory":{"free":468093405.8666667,"total":901693440,"used":433600034.1333333},"raspi205_cpu":{"1min":0.41102701822916665,"5min":0.5319173177083333,"15min":0.5436686197916667},"raspi205_temperature":{"cpu":48.56306666666661}}
1494324967553,{"raspi205_memory":{"free":467232836.26666665,"total":901693440,"used":434460603.73333335},"raspi205_cpu":{"1min":0.4095458984375,"5min":0.5116292317708333,"15min":0.537841796875},"raspi205_temperature":{"cpu":48.50029999999994}}
1494325027582,{"raspi205_memory":{"free":467562018.1333333,"total":901693440,"used":434131421.8666667},"raspi205_cpu":{"1min":0.49823404947916666,"5min":0.5198811848958333,"15min":0.54072265625},"raspi205_temperature":{"cpu":48.56306666666661}}
1494325087583,{"raspi205_memory":{"free":466794700.8,"total":901693440,"used":434898739.2},"raspi205_cpu":{"1min":0.38759765625,"5min":0.48114420572916666,"15min":0.526953125},"raspi205_temperature":{"cpu":48.50029999999994}}
1494325147583,{"raspi205_memory":{"free":466393634.1333333,"total":901693440,"used":435299805.8666667},"raspi205_cpu":{"1min":0.481005859375,"5min":0.49276529947916664,"15min":0.5298909505208333},"raspi205_temperature":{"cpu":48.589966666666605}}
1494325207584,{"raspi205_memory":{"free":465745305.6,"total":901693440,"used":435948134.4},"raspi205_cpu":{"1min":0.6486572265625,"5min":0.5350260416666667,"15min":0.5436686197916667},"raspi205_temperature":{"cpu":48.464433333333275}}
1494325267584,{"raspi205_memory":{"free":465643178.6666667,"total":901693440,"used":436050261.3333333},"raspi205_cpu":{"1min":0.70859375,"5min":0.5681640625,"15min":0.55458984375},"raspi205_temperature":{"cpu":48.47339999999994}}
1494325327585,{"raspi205_memory":{"free":465731447.46666664,"total":901693440,"used":435961992.53333336},"raspi205_cpu":{"1min":0.621044921875,"5min":0.5744873046875,"15min":0.5562581380208333},"raspi205_temperature":{"cpu":48.464433333333275}}
1494325387586,{"raspi205_memory":{"free":465324714.6666667,"total":901693440,"used":436368725.3333333},"raspi205_cpu":{"1min":0.6047037760416667,"5min":0.5759033203125,"15min":0.5552897135416667},"raspi205_temperature":{"cpu":48.50029999999994}}
1494325447587,{"raspi205_memory":{"free":465057177.6,"total":901693440,"used":436636262.4},"raspi205_cpu":{"1min":0.7402994791666667,"5min":0.6161376953125,"15min":0.5689208984375},"raspi205_temperature":{"cpu":48.4554666666666}}
1494325507586,{"raspi205_memory":{"free":463723588.26666665,"total":901693440,"used":437969851.73333335},"raspi205_cpu":{"1min":0.7538248697916666,"5min":0.64697265625,"15min":0.581787109375},"raspi205_temperature":{"cpu":48.43753333333327}}
1494325567587,{"raspi205_memory":{"free":464523332.26666665,"total":901693440,"used":437170107.73333335},"raspi205_cpu":{"1min":0.6033935546875,"5min":0.6229654947916666,"15min":0.5764567057291666},"raspi205_temperature":{"cpu":48.48236666666661}}
1494325627588,{"raspi205_memory":{"free":464225211.73333335,"total":901693440,"used":437468228.26666665},"raspi205_cpu":{"1min":0.7325846354166666,"5min":0.6534423828125,"15min":0.5890299479166666},"raspi205_temperature":{"cpu":48.527199999999944}}
1494325687589,{"raspi205_memory":{"free":463655185.06666666,"total":901693440,"used":438038254.93333334},"raspi205_cpu":{"1min":0.8970133463541666,"5min":0.7153727213541666,"15min":0.6156005859375},"raspi205_temperature":{"cpu":48.509266666666605}}
1494325747590,{"raspi205_memory":{"free":462996889.6,"total":901693440,"used":438696550.4},"raspi205_cpu":{"1min":0.6282552083333334,"5min":0.6794026692708334,"15min":0.6112060546875},"raspi205_temperature":{"cpu":48.464433333333275}}
1494325807591,{"raspi205_memory":{"free":463431748.26666665,"total":901693440,"used":438261691.73333335},"raspi205_cpu":{"1min":0.5272216796875,"5min":0.635986328125,"15min":0.6003824869791666},"raspi205_temperature":{"cpu":48.53616666666661}}
1494325867591,{"raspi205_memory":{"free":462790314.6666667,"total":901693440,"used":438903125.3333333},"raspi205_cpu":{"1min":0.5294189453125,"5min":0.6172688802083334,"15min":0.5966796875},"raspi205_temperature":{"cpu":48.50029999999994}}
1494325927592,{"raspi205_memory":{"free":462508919.46666664,"total":901693440,"used":439184520.53333336},"raspi205_cpu":{"1min":0.5766194661458334,"5min":0.6139729817708334,"15min":0.5970052083333334},"raspi205_temperature":{"cpu":48.53616666666661}}
1494325987593,{"raspi205_memory":{"free":462033851.73333335,"total":901693440,"used":439659588.26666665},"raspi205_cpu":{"1min":0.4326578776041667,"5min":0.568603515625,"15min":0.582275390625},"raspi205_temperature":{"cpu":48.50029999999994}}
1494326047594,{"raspi205_memory":{"free":462481954.1333333,"total":901693440,"used":439211485.8666667},"raspi205_cpu":{"1min":0.3609212239583333,"5min":0.5235188802083334,"15min":0.564208984375},"raspi205_temperature":{"cpu":48.47339999999994}}
1494326107594,{"raspi205_memory":{"free":461823931.73333335,"total":901693440,"used":439869508.26666665},"raspi205_cpu":{"1min":0.23816731770833333,"5min":0.460205078125,"15min":0.5378743489583333},"raspi205_temperature":{"cpu":48.545133333333276}}
1494326167595,{"raspi205_memory":{"free":460875229.8666667,"total":901693440,"used":440818210.1333333},"raspi205_cpu":{"1min":0.17111002604166667,"5min":0.3945556640625,"15min":0.5097900390625},"raspi205_temperature":{"cpu":48.53616666666661}}
1494326227595,{"raspi205_memory":{"free":467716915.2,"total":901693440,"used":433976524.8},"raspi205_cpu":{"1min":0.3746826171875,"5min":0.4147216796875,"15min":0.51005859375},"raspi205_temperature":{"cpu":48.51823333333327}}
1494326287596,{"raspi205_memory":{"free":468966263.46666664,"total":901693440,"used":432727176.53333336},"raspi205_cpu":{"1min":0.3286865234375,"5min":0.38961588541666664,"15min":0.49462890625},"raspi205_temperature":{"cpu":48.56306666666661}}
1494326347597,{"raspi205_memory":{"free":469245610.6666667,"total":901693440,"used":432447829.3333333},"raspi205_cpu":{"1min":0.48069661458333335,"5min":0.41922200520833336,"15min":0.49765625},"raspi205_temperature":{"cpu":48.51823333333327}}
